STT,Trang thu thập,Tên công ty,Vị trí ứng tuyển,Yêu cầu bằng cấp,Yêu cầu kinh nghiệm,Địa điểm,Ngày đăng tuyển,Lương tối thiểu,Lương tối đa,Lương TB,Tên công việc
857,việclàm24h,Văn Phòng Đại Diện Công Ty Cổ Phần Dịch Vụ Công Nghệ Tsc Việt Nam Tại Vĩnh Phúc,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-02,10000000.0,25000000.0,17500000.0,kỹ sư phần mềm
858,việclàm24h,Công Ty TNHH Data Corp Việt Nam,Cộng tác viên,Trung học,0,hà nội,2024-12-02,7000000.0,10000000.0,8500000.0,kỹ sư dữ liệu
859,việclàm24h,Công Ty TNHH Andvina,Chuyên viên- nhân viên,Không yêu cầu,1,đà nẵng,2024-12-02,15000000.0,30000000.0,22500000.0,kỹ sư phần mềm
860,việclàm24h,Công Ty TNHH Một Thành Viên Wacontre,Chuyên viên- nhân viên,Cử nhân,1,tp.hcm,2024-12-02,20000000.0,40000000.0,30000000.0,kỹ sư phần mềm
861,việclàm24h,Công Ty Cổ Phần Cung Cứng Công Nghệ & Giải Pháp Bepos Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,1,hà nội,2024-12-02,13000000.0,16000000.0,14500000.0,công nghệ thông tin
862,việclàm24h,Công Ty Cổ Phần Phần Mềm Nhúng Nata,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-02,20000000.0,30000000.0,25000000.0,kỹ sư phần mềm
863,việclàm24h,Công Ty TNHH Develop.Software,Chuyên viên- nhân viên,Không yêu cầu,0,tp.hcm,2024-12-01,8000000.0,15000000.0,11500000.0,kỹ sư phần mềm
864,việclàm24h,Công Ty TNHH Cocreation Grass Corporation Việt Nam,Chuyên viên- nhân viên,Cử nhân,0,tây ninh,2024-11-29,9000000.0,12000000.0,10500000.0,chuyên viên hỗ trợ kỹ thuật
865,việclàm24h,Công Ty Cổ Phần Tập Đoàn HQ,Quản lý nhóm- giám sát,Không yêu cầu,2,hà nội,2024-11-29,20000000.0,25000000.0,22500000.0,kỹ sư phần mềm
866,việclàm24h,Công Ty TNHH Thương Mại Dịch Vụ Lâm Nguyễn Bc,Chuyên viên- nhân viên,Không yêu cầu,0,bình dương,2024-11-29,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
867,việclàm24h,Hệ Thống Anh Ngữ Quốc Tế Ocean Edu - Công Ty Cổ Phần Giáo Dục Và Đào Tạo Thanh Hóa,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-05,12000000.0,14000000.0,13000000.0,công nghệ thông tin
869,việclàm24h,Ngân Hàng TMCP Việt Nam Thương Tín,Chuyên viên- nhân viên,Cử nhân,0,vĩnh phúc,2024-12-02,8000000.0,12000000.0,10000000.0,công nghệ thông tin
871,việclàm24h,Công Ty Cổ Phần Công Nghệ Và Giải Pháp Y Tế,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-17,12000000.0,25000000.0,18500000.0,kỹ sư phần mềm
872,việclàm24h,Công Ty TNHH Tích Hợp Hệ Thống Nht,Chuyên viên- nhân viên,Cử nhân,0,đà nẵng,2024-12-14,8000000.0,12000000.0,10000000.0,công nghệ thông tin
873,việclàm24h,Công Ty TNHH Transcosmos Việt Nam,Chuyên gia,Cử nhân,1,tp.hcm,2024-12-13,18000000.0,25000000.0,21500000.0,công nghệ thông tin
874,việclàm24h,Công Ty TNHH Thương Mại & Sản Xuất Nệm Mousse Liên Á,Chuyên viên- nhân viên,Không yêu cầu,2,tp.hcm,2024-12-11,25000000.0,30000000.0,27500000.0,chuyên viên bảo mật thông tin
875,việclàm24h,Khách Hàng Của Việc Làm 24H,Chuyên viên- nhân viên,Không yêu cầu,1,đồng nai,2024-12-05,12000000.0,13000000.0,12500000.0,kỹ sư hệ thống
877,việclàm24h,Công Ty Cổ Phần Viễn Thông FPT,Chuyên viên- nhân viên,Trung cấp,0,tp.hcm,2024-12-09,10000000.0,20000000.0,15000000.0,chuyên viên hỗ trợ kỹ thuật
878,việclàm24h,Công Ty Cổ Phần Dịch Vụ Công Nghệ Tsc Việt Nam - Chi Nhánh Hải Dương,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-03,10000000.0,25000000.0,17500000.0,kỹ sư phần mềm
879,việclàm24h,Công ty Cổ phần Dịch vụ Công nghệ TSC Việt Nam,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-02,10000000.0,25000000.0,17500000.0,kỹ sư phần mềm
882,việclàm24h,Công Ty Cổ Phần Giải Pháp Công Nghệ Tag Việt Nam,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-19,7000000.0,15000000.0,11000000.0,chuyên viên hỗ trợ kỹ thuật
883,việclàm24h,Công Ty TNHH Yopaz,Chuyên viên- nhân viên,Không yêu cầu,0,hà nội,2024-12-18,5000000.0,7000000.0,6000000.0,kỹ sư phần mềm
884,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-18,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
885,việclàm24h,Công Ty TNHH Phát Triển Công Nghệ Minh Hà,Chuyên viên- nhân viên,Trung học,0,tp.hcm,2024-12-12,7000000.0,12000000.0,9500000.0,chuyên viên hỗ trợ kỹ thuật
886,việclàm24h,Công Ty TNHH Dịch Vụ Và Công Nghệ Hoàng Hà,Chuyên viên- nhân viên,Cử nhân,1,hà nội,2024-12-11,10000000.0,15000000.0,12500000.0,chuyên viên hỗ trợ kỹ thuật
887,việclàm24h,Công Ty TNHH Bảo Dưỡng Công Nghệ Toàn Cầu VN,Chuyên viên- nhân viên,Cử nhân,0,tp.hcm,2024-12-10,15000000.0,18000000.0,16500000.0,công nghệ thông tin
